src,tar,src_type,tar_type,is_net,arc_delay
_718_/CON,_541_/B,pin,pin,1,1.1763374020527795e-13
_716_/CON,_574_/A2,pin,pin,1,4.599333609280054e-13
_716_/CON,_568_/C,pin,pin,1,5.637935864694077e-13
_716_/CON,_567_/B,pin,pin,1,5.976282836661628e-13
_716_/CON,_565_/B,pin,pin,1,7.213344505041519e-13
_716_/CON,_563_/B,pin,pin,1,7.290251844045692e-13
_714_/CON,_574_/B,pin,pin,1,5.3452668045917903e-14
dpath.b_reg.out\[15\]$_DFFE_PP_/QN,_670_/A2,pin,pin,1,1.9887162663184688e-13
dpath.b_reg.out\[15\]$_DFFE_PP_/QN,_587_/A1,pin,pin,1,2.6864084958291845e-13
dpath.b_reg.out\[15\]$_DFFE_PP_/QN,_439_/B,pin,pin,1,4.911382715452883e-13
dpath.b_reg.out\[15\]$_DFFE_PP_/QN,_399_/A,pin,pin,1,4.3001729564326463e-13
ctrl.state.out\[2\]$_DFF_P_/QN,_445_/A1,pin,pin,1,4.0298463893119474e-13
ctrl.state.out\[2\]$_DFF_P_/QN,_446_/B,pin,pin,1,1.4320232282968859e-12
ctrl.state.out\[2\]$_DFF_P_/QN,_450_/B,pin,pin,1,3.634826814535863e-13
ctrl.state.out\[2\]$_DFF_P_/QN,_453_/A,pin,pin,1,8.42055862971397e-13
ctrl.state.out\[2\]$_DFF_P_/QN,_618_/C,pin,pin,1,8.145248798357985e-13
ctrl.state.out\[2\]$_DFF_P_/QN,_622_/C,pin,pin,1,8.187527262074057e-13
ctrl.state.out\[2\]$_DFF_P_/QN,_626_/C,pin,pin,1,1.0799333432717773e-12
ctrl.state.out\[2\]$_DFF_P_/QN,_631_/C,pin,pin,1,1.313998822943807e-12
ctrl.state.out\[1\]$_DFF_P_/QN,_452_/B,pin,pin,1,2.5043695958161527e-13
ctrl.state.out\[1\]$_DFF_P_/QN,_447_/A,pin,pin,1,1.7384792878275684e-13
_713_/SN,_583_/A1,pin,pin,1,2.0586871508736226e-13
_713_/SN,_573_/A,pin,pin,1,3.1120860554366414e-13
_713_/SN,_423_/A1,pin,pin,1,2.1190681316878707e-13
_713_/SN,_403_/D,pin,pin,1,3.2572558474226743e-13
_719_/CON,_421_/A2,pin,pin,1,9.029403743796016e-14
_723_/CON,_428_/A2,pin,pin,1,5.3196003510372694e-14
_724_/SN,rebuffer18/A,pin,pin,1,8.12323434429621e-14
_724_/SN,rebuffer17/A,pin,pin,1,8.917207792481785e-14
_731_/CON,_432_/A2,pin,pin,1,8.485537440891186e-14
_732_/SN,rebuffer55/A,pin,pin,1,8.88288940559083e-14
_732_/SN,rebuffer54/A,pin,pin,1,9.117863121422751e-14
_740_/SN,_508_/A3,pin,pin,1,1.7443823620809373e-13
_740_/SN,_416_/A2,pin,pin,1,1.2622182758628003e-13
_740_/SN,_412_/C,pin,pin,1,1.5026193722449122e-13
_742_/CON,_415_/A,pin,pin,1,6.587152969351334e-14
_480_/Y,dpath.a_reg.out\[0\]$_DFFE_PP_/D,pin,pin,1,5.964623733074534e-14
_501_/Y,dpath.a_reg.out\[10\]$_DFFE_PP_/D,pin,pin,1,5.029749403431816e-14
_523_/Y,dpath.a_reg.out\[11\]$_DFFE_PP_/D,pin,pin,1,7.186939032181178e-14
_536_/Y,dpath.a_reg.out\[12\]$_DFFE_PP_/D,pin,pin,1,4.891706749951888e-14
_555_/Y,dpath.a_reg.out\[13\]$_DFFE_PP_/D,pin,pin,1,5.289048211442986e-14
_572_/Y,dpath.a_reg.out\[14\]$_DFFE_PP_/D,pin,pin,1,4.761171857703243e-14
_588_/Y,dpath.a_reg.out\[15\]$_DFFE_PP_/D,pin,pin,1,5.116009544714299e-14
_597_/Y,dpath.a_reg.out\[1\]$_DFFE_PP_/D,pin,pin,1,4.872972752850875e-14
_602_/Y,dpath.a_reg.out\[2\]$_DFFE_PP_/D,pin,pin,1,5.5794161879594434e-14
_607_/Y,dpath.a_reg.out\[3\]$_DFFE_PP_/D,pin,pin,1,4.507665399798577e-14
_613_/Y,dpath.a_reg.out\[4\]$_DFFE_PP_/D,pin,pin,1,4.783387160217471e-14
_620_/Y,dpath.a_reg.out\[5\]$_DFFE_PP_/D,pin,pin,1,5.3472143027441174e-14
_624_/Y,dpath.a_reg.out\[6\]$_DFFE_PP_/D,pin,pin,1,5.4218162213537716e-14
_628_/Y,dpath.a_reg.out\[7\]$_DFFE_PP_/D,pin,pin,1,5.572937402352485e-14
_633_/Y,dpath.a_reg.out\[8\]$_DFFE_PP_/D,pin,pin,1,4.697408572686655e-14
_640_/Y,dpath.a_reg.out\[9\]$_DFFE_PP_/D,pin,pin,1,5.120559805706949e-14
_645_/Y,dpath.b_reg.out\[0\]$_DFFE_PP_/D,pin,pin,1,5.296825667964675e-14
_649_/Y,dpath.b_reg.out\[10\]$_DFFE_PP_/D,pin,pin,1,4.669699414476536e-14
_653_/Y,dpath.b_reg.out\[11\]$_DFFE_PP_/D,pin,pin,1,5.127963212479131e-14
_659_/Y,dpath.b_reg.out\[12\]$_DFFE_PP_/D,pin,pin,1,4.965591401061807e-14
_663_/Y,dpath.b_reg.out\[13\]$_DFFE_PP_/D,pin,pin,1,5.097770553667662e-14
_668_/Y,dpath.b_reg.out\[14\]$_DFFE_PP_/D,pin,pin,1,5.4292697724764305e-14
_672_/Y,dpath.b_reg.out\[15\]$_DFFE_PP_/D,pin,pin,1,5.0391619723548844e-14
_676_/Y,dpath.b_reg.out\[1\]$_DFFE_PP_/D,pin,pin,1,5.5906918905532926e-14
_680_/Y,dpath.b_reg.out\[2\]$_DFFE_PP_/D,pin,pin,1,4.9569503097470977e-14
_684_/Y,dpath.b_reg.out\[3\]$_DFFE_PP_/D,pin,pin,1,4.699294745653601e-14
_688_/Y,dpath.b_reg.out\[4\]$_DFFE_PP_/D,pin,pin,1,2.9535513710330155e-14
_692_/Y,dpath.b_reg.out\[5\]$_DFFE_PP_/D,pin,pin,1,5.428695822951371e-14
_696_/Y,dpath.b_reg.out\[6\]$_DFFE_PP_/D,pin,pin,1,5.173898825648268e-14
_700_/Y,dpath.b_reg.out\[7\]$_DFFE_PP_/D,pin,pin,1,6.101477829922874e-14
_704_/Y,dpath.b_reg.out\[8\]$_DFFE_PP_/D,pin,pin,1,4.8474259003485065e-14
_708_/Y,dpath.b_reg.out\[9\]$_DFFE_PP_/D,pin,pin,1,4.5105527657091776e-14
_402_/Y,_445_/A2,pin,pin,1,1.5837979257075918e-13
_402_/Y,_444_/C,pin,pin,1,1.9755628610871462e-13
_403_/Y,_434_/A,pin,pin,1,7.949992118609639e-13
_403_/Y,_424_/A,pin,pin,1,6.0939426248241e-13
_403_/Y,_406_/C,pin,pin,1,8.126146240280963e-13
_405_/Y,_532_/B2,pin,pin,1,2.4548979927867254e-13
_405_/Y,_528_/C,pin,pin,1,3.796303549297164e-13
_405_/Y,_434_/B,pin,pin,1,5.070306154097981e-13
_405_/Y,_406_/D,pin,pin,1,4.5180238673545037e-13
_406_/Y,_593_/B,pin,pin,1,3.6487756175859754e-13
_406_/Y,_420_/C,pin,pin,1,2.8385656997663433e-13
_406_/Y,_413_/A,pin,pin,1,3.5433515930410886e-13
_411_/Y,_509_/A,pin,pin,1,1.3829123393302445e-13
_411_/Y,_527_/A1,pin,pin,1,1.2671352682402937e-13
_411_/Y,_412_/D,pin,pin,1,1.290733470625527e-13
_412_/Y,_593_/C,pin,pin,1,2.8435858268754943e-13
_412_/Y,_413_/B,pin,pin,1,2.7704084143952146e-13
_413_/Y,_444_/A1,pin,pin,1,7.248289425262899e-13
_413_/Y,_454_/A1,pin,pin,1,7.179888736504048e-13
_413_/Y,_477_/A1,pin,pin,1,6.750093648096034e-13
_413_/Y,_500_/A1,pin,pin,1,1.1809125725903424e-12
_413_/Y,_535_/A1,pin,pin,1,1.813716711540625e-12
_413_/Y,_538_/A1,pin,pin,1,2.1210077964795016e-12
_413_/Y,_571_/A1,pin,pin,1,1.9415326551336376e-12
_413_/Y,_601_/A1,pin,pin,1,8.920957505695326e-13
_413_/Y,_606_/A1,pin,pin,1,1.0268807288868476e-12
_413_/Y,_612_/A1,pin,pin,1,1.0987250605859478e-12
_413_/Y,_504_/A1,pin,pin,1,1.3019033550873416e-12
_413_/Y,_473_/A,pin,pin,1,8.250957968074235e-13
_415_/Y,_416_/A1,pin,pin,1,4.930827474840596e-14
_416_/Y,_419_/A1,pin,pin,1,8.455928557186965e-14
_417_/Y,_419_/A2,pin,pin,1,2.6253093327196185e-14
_418_/Y,_419_/B,pin,pin,1,1.2146471437164685e-13
_419_/Y,clone101/A1,pin,pin,1,1.362563897431765e-13
_419_/Y,_436_/A1,pin,pin,1,6.610816359392188e-14
_420_/Y,clone101/A2,pin,pin,1,1.9400839712958168e-13
_420_/Y,_436_/A2,pin,pin,1,9.647779130499481e-14
_421_/Y,_422_/A2,pin,pin,1,2.6379668848636184e-14
_422_/Y,_423_/A2,pin,pin,1,1.0234132606038587e-13
_423_/Y,clone101/B,pin,pin,1,3.4493764723871057e-13
_423_/Y,_436_/B,pin,pin,1,3.71774795194027e-13
_424_/Y,_435_/A1,pin,pin,1,1.130652307348122e-13
_426_/Y,_532_/A1,pin,pin,1,1.5145984509981614e-13
_426_/Y,_429_/A1,pin,pin,1,1.4726838726362296e-13
_427_/Y,_429_/A2,pin,pin,1,4.108970379657767e-13
_428_/Y,_429_/B,pin,pin,1,1.9904951710329744e-13
_429_/Y,_435_/A2,pin,pin,1,1.2412016943755266e-13
_430_/Y,_629_/A1,pin,pin,1,1.8535624695271286e-13
_430_/Y,_495_/B,pin,pin,1,2.162500050990196e-13
_430_/Y,_493_/A1,pin,pin,1,1.9104711573587202e-13
_430_/Y,_433_/A1,pin,pin,1,9.403462980072524e-14
_431_/Y,_433_/A2,pin,pin,1,1.2522307409751354e-13
_432_/Y,_433_/B,pin,pin,1,9.333590893440338e-14
_433_/Y,_435_/B1,pin,pin,1,1.625360409414009e-13
_434_/Y,_435_/B2,pin,pin,1,9.502752859776031e-14
_435_/Y,clone101/C,pin,pin,1,8.479088470843971e-14
_435_/Y,_436_/C,pin,pin,1,8.715773193229345e-14
_436_/Y,_502_/A,pin,pin,1,2.739992694539284e-12
_436_/Y,clone53/B,pin,pin,1,2.7583798960229e-12
_436_/Y,_675_/B,pin,pin,1,2.7515739253053395e-12
_436_/Y,_683_/B,pin,pin,1,3.432239518638691e-12
_436_/Y,_691_/B,pin,pin,1,2.2564500181537772e-12
_436_/Y,_695_/B,pin,pin,1,2.820074035403408e-12
_436_/Y,_699_/B,pin,pin,1,3.071556464034897e-12
_436_/Y,_703_/B,pin,pin,1,3.3298838946621556e-12
_436_/Y,_444_/A2,pin,pin,1,2.209406485889631e-12
_436_/Y,_454_/A2,pin,pin,1,2.22071254614431e-12
_436_/Y,_535_/A2,pin,pin,1,3.1699137672397404e-12
_436_/Y,_590_/B,pin,pin,1,2.9578418707376652e-12
_436_/Y,_707_/B,pin,pin,1,3.4134945304381548e-12
_436_/Y,_477_/A2,pin,pin,1,2.692675726487237e-12
_436_/Y,_500_/A2,pin,pin,1,2.6101939620132297e-12
_436_/Y,_504_/A2,pin,pin,1,2.8380503242636523e-12
_436_/Y,_571_/A2,pin,pin,1,3.19289581753035e-12
_436_/Y,_601_/A2,pin,pin,1,3.1663263590914204e-12
_436_/Y,_606_/A2,pin,pin,1,3.3651441008752947e-12
_436_/Y,_612_/A2,pin,pin,1,3.4043048328241676e-12
_439_/Y,_440_/E,pin,pin,1,1.850167968050348e-13
_440_/Y,_443_/A,pin,pin,1,3.3030425183183665e-13
_441_/Y,_443_/B,pin,pin,1,8.47568610890144e-14
_442_/Y,_443_/C,pin,pin,1,1.2279695489614273e-13
_443_/Y,_454_/B,pin,pin,1,1.5165135586105855e-13
_443_/Y,_444_/B,pin,pin,1,1.6320426184535802e-13
_444_/Y,_445_/B,pin,pin,1,9.155020085126545e-14
_446_/Y,_638_/A2,pin,pin,1,1.4268365135239325e-12
_446_/Y,_553_/A2,pin,pin,1,1.7522651081861018e-12
_446_/Y,_522_/A2,pin,pin,1,1.0487777096432338e-12
_446_/Y,_447_/B,pin,pin,1,4.569517507435616e-13
_448_/Y,_449_/A1,pin,pin,1,4.8965965017497975e-14
_450_/Y,_452_/A2,pin,pin,1,8.084914573762425e-13
_450_/Y,_479_/B,pin,pin,1,6.833235366432433e-12
_450_/Y,_482_/B,pin,pin,1,7.169828966646641e-12
_450_/Y,_524_/B,pin,pin,1,7.936221124715814e-12
_450_/Y,_525_/B,pin,pin,1,7.951613326118157e-12
_450_/Y,_556_/B,pin,pin,1,8.11502080810822e-12
_450_/Y,_557_/B,pin,pin,1,8.015625489743439e-12
_450_/Y,_597_/A2,pin,pin,1,5.996929949153573e-12
_450_/Y,_599_/B,pin,pin,1,5.32790261562055e-12
_450_/Y,_604_/B,pin,pin,1,4.589547058370114e-12
_450_/Y,_637_/B,pin,pin,1,3.0281664762515925e-12
_450_/Y,_609_/B,pin,pin,1,3.7829682962564615e-12
_450_/Y,_595_/B,pin,pin,1,7.04375620330655e-12
_450_/Y,_586_/A2,pin,pin,1,3.2874480047906385e-12
_450_/Y,_585_/B,pin,pin,1,3.238894612581089e-12
_450_/Y,_552_/B,pin,pin,1,3.375206364397698e-12
_450_/Y,_521_/B,pin,pin,1,7.530573387093398e-12
_452_/Y,_456_/A1,pin,pin,1,7.150493576153077e-14
_453_/Y,_613_/A3,pin,pin,1,8.273679050901928e-13
_453_/Y,_607_/A3,pin,pin,1,1.0344070435278074e-12
_453_/Y,_602_/A3,pin,pin,1,1.1250592471534482e-12
_453_/Y,_592_/C,pin,pin,1,1.3315794864313113e-12
_453_/Y,_501_/A3,pin,pin,1,1.2659751719157342e-12
_453_/Y,_480_/A3,pin,pin,1,1.4201595628648978e-12
_453_/Y,_476_/B,pin,pin,1,1.0382788379059704e-12
_453_/Y,_472_/B,pin,pin,1,1.2484633552661828e-12
_453_/Y,_454_/C,pin,pin,1,4.13690430653077e-13
_454_/Y,_456_/A2,pin,pin,1,8.738366611251228e-14
_455_/Y,_456_/B,pin,pin,1,2.896901807520648e-14
_472_/Y,_593_/D,pin,pin,1,1.264861831809863e-13
_472_/Y,_473_/B,pin,pin,1,1.4735871485711816e-13
_473_/Y,_502_/B,pin,pin,1,6.7949812443401925e-12
_473_/Y,_687_/C,pin,pin,1,8.544643291530374e-12
_473_/Y,clone53/A,pin,pin,1,1.9203768349823624e-12
_473_/Y,_590_/C,pin,pin,1,7.28646830372437e-12
_473_/Y,_675_/C,pin,pin,1,6.873757205788644e-12
_473_/Y,_679_/C,pin,pin,1,7.642868109225542e-12
_473_/Y,_683_/C,pin,pin,1,8.369021621545958e-12
_473_/Y,_691_/C,pin,pin,1,8.555593733472477e-12
_473_/Y,_695_/C,pin,pin,1,1.130458573972426e-11
_473_/Y,_699_/C,pin,pin,1,1.1232583439768629e-11
_473_/Y,_703_/C,pin,pin,1,1.1018611370539055e-11
_473_/Y,_707_/C,pin,pin,1,1.0910310849210347e-11
_473_/Y,_554_/A3,pin,pin,1,9.832742259296978e-12
_473_/Y,_587_/A3,pin,pin,1,1.028524401064379e-11
_473_/Y,_639_/A3,pin,pin,1,1.0853331254556675e-11
_473_/Y,_644_/C,pin,pin,1,5.207381401084454e-12
_473_/Y,_648_/C,pin,pin,1,4.6736239010802816e-12
_473_/Y,_652_/C,pin,pin,1,5.558419176321383e-12
_473_/Y,_658_/C,pin,pin,1,6.2851742040070935e-12
_473_/Y,_662_/C,pin,pin,1,9.411425631877801e-12
_473_/Y,_667_/C,pin,pin,1,8.47672539799893e-12
_473_/Y,_671_/C,pin,pin,1,1.0007535598821615e-11
_473_/Y,_475_/C,pin,pin,1,6.139882005595787e-12
_473_/Y,_481_/C,pin,pin,1,3.431343967644218e-12
_473_/Y,_598_/C,pin,pin,1,7.942173828323629e-12
_473_/Y,_603_/C,pin,pin,1,8.195998567328555e-12
_473_/Y,_608_/C,pin,pin,1,8.497761522230363e-12
_475_/Y,_480_/B1,pin,pin,1,5.194791062698885e-14
_476_/Y,_612_/B,pin,pin,1,5.800785199405745e-13
_476_/Y,_606_/B,pin,pin,1,5.487447518950916e-13
_476_/Y,_601_/B,pin,pin,1,4.884453843993775e-13
_476_/Y,_571_/B,pin,pin,1,1.2101471083894588e-12
_476_/Y,_538_/B,pin,pin,1,1.4551225892625586e-12
_476_/Y,_535_/B,pin,pin,1,1.0184079057493078e-12
_476_/Y,_504_/B,pin,pin,1,4.548472601166587e-13
_476_/Y,_500_/B,pin,pin,1,5.219839317727182e-13
_476_/Y,_477_/B,pin,pin,1,4.414601008969482e-13
_477_/Y,_480_/B2,pin,pin,1,7.29956053284811e-14
_479_/Y,_480_/B3,pin,pin,1,7.884026141354375e-14
_481_/Y,_501_/B1,pin,pin,1,8.421196140591392e-14
_482_/Y,_501_/B2,pin,pin,1,1.0066834789813212e-13
_483_/Y,_616_/A,pin,pin,1,1.2816696759888196e-13
_483_/Y,_488_/A1,pin,pin,1,7.525710875875072e-14
_484_/Y,_488_/A2,pin,pin,1,4.6625951797413245e-14
_485_/Y,_488_/B1,pin,pin,1,1.299603599649174e-13
_486_/Y,_488_/B2,pin,pin,1,5.301574134666982e-14
_487_/Y,_488_/C,pin,pin,1,5.163591789932899e-14
_488_/Y,_629_/A2,pin,pin,1,4.695310438194988e-13
_488_/Y,_621_/B,pin,pin,1,2.4982904742350265e-13
_488_/Y,_495_/D,pin,pin,1,4.809693225291123e-13
_488_/Y,_493_/A2,pin,pin,1,4.42927541432353e-13
_489_/Y,_498_/C,pin,pin,1,3.164540027592033e-13
_489_/Y,_497_/A2,pin,pin,1,2.864070200621349e-13
_489_/Y,_492_/B,pin,pin,1,2.594473301562733e-13
_491_/Y,_629_/B,pin,pin,1,1.2428672999630075e-13
_491_/Y,_496_/C,pin,pin,1,7.54351144266821e-14
_491_/Y,_492_/C,pin,pin,1,1.530951201315217e-13
_492_/Y,_493_/B,pin,pin,1,1.1387631560378503e-13
_493_/Y,_499_/A,pin,pin,1,4.9018260831661456e-14
_494_/Y,_498_/B,pin,pin,1,2.9066327253066127e-13
_494_/Y,_496_/B,pin,pin,1,1.227919675661493e-13
_494_/Y,_495_/C,pin,pin,1,2.3498263339478964e-13
_495_/Y,_499_/B,pin,pin,1,3.282358380322231e-14
_496_/Y,_497_/B,pin,pin,1,6.690982945652124e-14
_497_/Y,_499_/C,pin,pin,1,8.715267683966424e-14
_498_/Y,_499_/D,pin,pin,1,6.72417511753641e-14
_500_/Y,_501_/B3,pin,pin,1,6.213345132453571e-14
_502_/Y,_692_/A1,pin,pin,1,4.477053276719101e-12
_502_/Y,_696_/A1,pin,pin,1,5.393891062965839e-12
_502_/Y,_704_/A1,pin,pin,1,6.086003662836292e-12
_502_/Y,_700_/A1,pin,pin,1,5.6489665375969444e-12
_502_/Y,_708_/A1,pin,pin,1,6.2687893070956235e-12
_502_/Y,_536_/A2,pin,pin,1,1.534937433232686e-12
_502_/Y,_523_/A2,pin,pin,1,1.3565451930167005e-12
_502_/Y,_572_/A2,pin,pin,1,1.6031811295169618e-12
_502_/Y,_620_/A2,pin,pin,1,4.216954476582435e-12
_502_/Y,_633_/A2,pin,pin,1,5.919925140374094e-12
_502_/Y,_628_/A2,pin,pin,1,5.8755244593255984e-12
_502_/Y,_624_/A2,pin,pin,1,4.835271939784835e-12
_504_/Y,_633_/B1,pin,pin,1,8.271669482175226e-13
_504_/Y,_628_/B1,pin,pin,1,7.764824482177357e-13
_504_/Y,_624_/B1,pin,pin,1,8.990767115177323e-13
_504_/Y,_620_/B1,pin,pin,1,9.52262357509226e-13
_504_/Y,_523_/B1,pin,pin,1,1.4304032405158124e-13
_505_/Y,_558_/A,pin,pin,1,2.3593198792207226e-13
_505_/Y,_559_/B1,pin,pin,1,2.404205036009993e-13
_505_/Y,_580_/B,pin,pin,1,3.1676874664987587e-13
_505_/Y,_549_/C,pin,pin,1,1.8795491692983474e-13
_505_/Y,_539_/B,pin,pin,1,2.998558974905141e-13
_505_/Y,_519_/A2,pin,pin,1,2.0993211509445775e-13
_506_/Y,_508_/A2,pin,pin,1,1.0582662946911209e-13
_507_/Y,_508_/B1,pin,pin,1,4.985304568249846e-14
_508_/Y,_513_/A2,pin,pin,1,2.6705891729809916e-13
_508_/Y,_614_/A2,pin,pin,1,4.071891478510392e-13
_508_/Y,_605_/B,pin,pin,1,3.5013433667165084e-13
_509_/Y,_513_/A1,pin,pin,1,4.2658825555102683e-14
_510_/Y,_527_/C,pin,pin,1,1.193329425075787e-13
_510_/Y,_512_/A1,pin,pin,1,1.3673173108064846e-13
_511_/Y,_527_/B,pin,pin,1,1.3794369292663422e-13
_511_/Y,_512_/A2,pin,pin,1,1.4951352601735163e-13
_512_/Y,_513_/B,pin,pin,1,1.894309226624022e-14
_513_/Y,_519_/A1,pin,pin,1,6.422570266416405e-13
_513_/Y,_580_/A,pin,pin,1,8.215278500880996e-13
_513_/Y,_549_/B,pin,pin,1,7.286489120406081e-13
_513_/Y,rebuffer107/A,pin,pin,1,8.251818824599189e-13
_513_/Y,rebuffer106/A,pin,pin,1,3.5736347149713243e-13
_515_/Y,_635_/B,pin,pin,1,5.304864688260476e-14
_515_/Y,_518_/A1,pin,pin,1,7.390708731862608e-14
_516_/Y,_518_/A2,pin,pin,1,6.119224864233747e-14
_517_/Y,_518_/B,pin,pin,1,5.3495375447118465e-14
_518_/Y,_582_/B2,pin,pin,1,1.2903401220773492e-12
_518_/Y,_576_/B,pin,pin,1,1.341790177231128e-12
_518_/Y,_544_/B,pin,pin,1,9.497186023721405e-13
_518_/Y,_542_/B,pin,pin,1,1.1155107870405856e-12
_518_/Y,_519_/B1,pin,pin,1,5.732066839410355e-13
_519_/Y,_520_/B,pin,pin,1,1.7703010281658327e-13
_521_/Y,_522_/B,pin,pin,1,1.0487579094010588e-13
_522_/Y,_523_/C,pin,pin,1,4.889285590975456e-14
_524_/Y,_536_/B1,pin,pin,1,2.2377799008895145e-14
_525_/Y,_536_/B2,pin,pin,1,7.550444915561255e-14
_526_/Y,_610_/A2,pin,pin,1,1.2568876603565038e-13
_526_/Y,_527_/A2,pin,pin,1,1.7167408987439625e-13
_527_/Y,_564_/A1,pin,pin,1,8.027314707045874e-13
_527_/Y,_560_/A1,pin,pin,1,7.620286780057883e-13
_527_/Y,_533_/A1,pin,pin,1,5.566508625570732e-13
_528_/Y,_533_/A2,pin,pin,1,5.337059394146075e-14
_529_/Y,_559_/A2,pin,pin,1,3.5292894908639516e-13
_529_/Y,_532_/A2,pin,pin,1,4.215978152526112e-13
_530_/Y,_559_/B2,pin,pin,1,2.7189703396754417e-13
_530_/Y,_532_/B1,pin,pin,1,2.3090559954537515e-13
_531_/Y,_532_/C,pin,pin,1,1.0854091605540239e-13
_532_/Y,_533_/B,pin,pin,1,4.9913117259117734e-14
_533_/Y,_534_/B,pin,pin,1,4.2014888746930157e-13
_535_/Y,_536_/C,pin,pin,1,5.317409246209312e-14
_538_/Y,_640_/A1,pin,pin,1,3.575827242814633e-13
_538_/Y,_588_/A1,pin,pin,1,4.542144384136332e-13
_538_/Y,_555_/A1,pin,pin,1,6.243830322563704e-13
_539_/Y,_584_/A1,pin,pin,1,9.014530522868588e-14
_539_/Y,_550_/A1,pin,pin,1,9.702715654579322e-14
_540_/Y,_566_/B,pin,pin,1,4.968380307862619e-13
_540_/Y,_561_/B,pin,pin,1,3.188213310977711e-13
_540_/Y,_549_/A,pin,pin,1,6.744187456761419e-13
_540_/Y,_548_/A1,pin,pin,1,6.661609198294061e-13
_540_/Y,_544_/A,pin,pin,1,6.676582572397172e-13
_540_/Y,_542_/A,pin,pin,1,7.369240309119951e-13
_541_/Y,_578_/A1,pin,pin,1,5.204007255503462e-13
_541_/Y,_575_/A,pin,pin,1,5.462027856915908e-13
_541_/Y,_565_/C,pin,pin,1,4.194595788330896e-13
_541_/Y,_563_/C,pin,pin,1,4.1268339657021813e-13
_541_/Y,_548_/A2,pin,pin,1,5.560038649106425e-13
_541_/Y,_542_/C,pin,pin,1,6.322714162128318e-13
_542_/Y,_550_/A2,pin,pin,1,2.1539400715505155e-14
_543_/Y,_578_/A2,pin,pin,1,2.9207818347080916e-13
_543_/Y,_565_/D,pin,pin,1,3.0552342882191053e-13
_543_/Y,_549_/E,pin,pin,1,2.4716670767380156e-13
_543_/Y,_544_/C,pin,pin,1,2.1743342532281468e-13
_544_/Y,_548_/B,pin,pin,1,3.9782525282925155e-14
_545_/Y,_566_/C,pin,pin,1,2.0761167849984996e-13
_545_/Y,_547_/B,pin,pin,1,1.7474459108445667e-13
_546_/Y,_561_/C,pin,pin,1,6.753034546488901e-14
_546_/Y,_547_/C,pin,pin,1,7.83224057983832e-14
_547_/Y,_548_/C,pin,pin,1,6.481559131641182e-14
_548_/Y,_550_/C,pin,pin,1,3.763934557912338e-14
_549_/Y,_550_/B,pin,pin,1,4.8002095733631206e-14
_550_/Y,_709_/A,pin,pin,1,3.9976889528760273e-13
_550_/Y,_555_/A2,pin,pin,1,4.10550499846396e-13
_552_/Y,_553_/B,pin,pin,1,8.117857379147039e-14
_553_/Y,_554_/B1,pin,pin,1,4.378518286330714e-14
_554_/Y,_555_/B,pin,pin,1,1.0816423033936304e-13
_556_/Y,_572_/B1,pin,pin,1,4.834407681575566e-14
_557_/Y,_572_/B2,pin,pin,1,5.5146113912309114e-14
_558_/Y,_564_/A2,pin,pin,1,9.974469573860098e-14
_558_/Y,_560_/A2,pin,pin,1,1.1386891592395781e-13
_559_/Y,_564_/C,pin,pin,1,1.7816509986084972e-13
_559_/Y,_560_/B,pin,pin,1,1.9228278095185375e-13
_560_/Y,_570_/A1,pin,pin,1,1.185289117289906e-13
_561_/Y,_570_/A2,pin,pin,1,3.871220767451104e-14
_562_/Y,_568_/A,pin,pin,1,1.9114878679459685e-13
_562_/Y,_567_/A,pin,pin,1,2.2334099901519938e-13
_562_/Y,_565_/A,pin,pin,1,2.4867030635165877e-13
_562_/Y,_563_/A,pin,pin,1,2.5641931611884716e-13
_563_/Y,_564_/B,pin,pin,1,9.34911056991311e-14
_564_/Y,_570_/C,pin,pin,1,1.1230763769052438e-13
_565_/Y,_569_/A,pin,pin,1,5.126668607322547e-14
_566_/Y,_569_/B,pin,pin,1,5.3614973111138983e-14
_567_/Y,_569_/C,pin,pin,1,5.287923690502211e-14
_568_/Y,_569_/D,pin,pin,1,6.041841289425309e-14
_569_/Y,_570_/B,pin,pin,1,5.206402190339847e-14
_571_/Y,_572_/C,pin,pin,1,8.893835781774787e-14
_573_/Y,_582_/C,pin,pin,1,1.2437101316268434e-13
_573_/Y,_579_/B,pin,pin,1,1.3396107953391606e-13
_573_/Y,_576_/A,pin,pin,1,1.4999375981712693e-13
_574_/Y,_582_/A1,pin,pin,1,3.6112367436669235e-13
_574_/Y,_581_/A,pin,pin,1,3.200585141967943e-13
_574_/Y,_579_/A1,pin,pin,1,3.8473832951989306e-13
_574_/Y,_575_/B,pin,pin,1,3.5597046144086875e-13
_575_/Y,_582_/B1,pin,pin,1,1.0335382181168862e-13
_575_/Y,_576_/C,pin,pin,1,1.3994113214153142e-13
_576_/Y,_584_/A2,pin,pin,1,2.1666413305945938e-14
_577_/Y,_578_/B,pin,pin,1,6.346956787179822e-14
_578_/Y,_582_/A2,pin,pin,1,2.1314147549775925e-13
_578_/Y,_581_/B,pin,pin,1,1.849283530128143e-13
_578_/Y,_579_/A2,pin,pin,1,1.351368019222865e-13
_579_/Y,_580_/D,pin,pin,1,9.775199313194483e-14
_580_/Y,_584_/C,pin,pin,1,8.827327432382737e-14
_581_/Y,_583_/A2,pin,pin,1,5.017891958609792e-14
_582_/Y,_583_/B,pin,pin,1,2.6918178515182578e-14
